Timestamp,Which year are you in?,How are you feeling right now?,"On a scale of 1-100, how would you express this feeling?",Gender,Age,Your location ?,Relationship status,Are you happy with your financial state?,How much have you succeeded to cope up with the environment of your educational institution?,Understanding with your family members?,Are you feeling pressure in your study or work right now?,Are you satisfied with your academic result?,Are you happy with your living place?,Who supports you when you are not succeeding in your academic life?,Have you used any social media within the last 6 hours?,Do you have inferiority complex? ,Are you satisfied with your meal today?,Are you feeling sick/health issues today?,"Have you done any recreational activity (sports, gaming, hobby etc.) today?",How long did you sleep last night?(in hours)
4/8/2021 8:44:07,4th year,Good,79,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Not applicable,No,No,Neutral,No,Yes,9
4/8/2021 8:47:07,3rd year,Bad,40,Male,22,Department,Single,No,3,Bad,Yes,No,Yes,Not applicable,Yes,Yes,Neutral,No,No,6
4/8/2021 8:49:07,1st year,Normal,67,Male,20,Department,Single,Yes,5,Good,Yes,Yes,Yes,Not applicable,No,No,Neutral,Yes,No,8
4/8/2021 8:52:07,4th year,Very bad,4,Male,23,Hall-Mess,Single,Yes,3,Bad,Yes,Yes,No,Not applicable,Yes,Maybe,Neutral,No,No,7
4/8/2021 8:54:07,4th year,Good,79,Male,23,Department,Single,Yes,5,Normal,No,No,Yes,Friends,Yes,No,Yes,No,No,7
4/8/2021 8:57:07,1st year,Normal,53,Male,20,Hall-Mess,Single,No,3,Normal,Yes,Yes,No,Friends,Not applicable,No,Neutral,Yes,No,8
4/8/2021 9:00:07,3rd year,Very bad,10,Male,22,Department,Single,Yes,1,Bad,Yes,Yes,No,Not applicable,Not applicable,No,Neutral,Yes,No,3
4/8/2021 9:03:07,3rd year,Good,81,Male,22,Home,Single,Yes,5,Good,No,Yes,Yes,Not applicable,Yes,No,Neutral,No,No,8
4/8/2021 9:05:08,3rd year,Very bad,10,Male,22,Hall-Mess,Single,Yes,1,Good,Yes,Yes,No,Friends,Yes,Maybe,No,Yes,No,5
4/8/2021 9:07:08,3rd year,Very bad,5,Male,22,Department,Single,Yes,1,Good,Yes,No,Yes,Not applicable,Not applicable,Maybe,Yes,No,No,7
4/8/2021 9:09:08,1st year,Bad,43,Male,20,Mosque,Single,Yes,2,Normal,Yes,Yes,Yes,Family,No,Maybe,Yes,No,Yes,3
4/8/2021 9:12:08,4th year,Very bad,11,Male,23,Home,Single,Yes,3,Good,Yes,Yes,No,Family,Not applicable,Maybe,Yes,Yes,No,6
4/8/2021 9:14:08,4th year,Very bad,12,Male,23,Hall-Mess,Single,Yes,3,Good,Yes,Yes,Yes,Family,Not applicable,No,Neutral,No,Yes,6
4/8/2021 9:17:08,3rd year,Very good,96,Male,22,Hall-Mess,Single,Yes,4,Normal,No,Yes,Yes,Friends,Not applicable,No,Neutral,No,Yes,10
4/8/2021 9:20:08,2nd year,Bad,25,Male,21,Department,Single,Yes,3,Bad,Yes,No,No,Friends,Not applicable,Maybe,Neutral,Yes,No,3
4/8/2021 9:22:08,1st year,Very bad,9,Male,20,Mosque,Single,Yes,2,Bad,Yes,Yes,No,Family,Not applicable,Maybe,Neutral,No,Yes,3
4/8/2021 9:24:08,4th year,Very bad,14,Male,23,Playground,Single,No,1,Bad,Yes,No,No,Family,Yes,Maybe,No,Yes,Yes,6
4/8/2021 9:27:09,4th year,Normal,68,Male,23,Department,Single,Yes,3,Good,Yes,No,No,Friends,No,No,Yes,Yes,No,7
4/8/2021 9:29:09,4th year,Very bad,15,Male,23,Department,Single,Yes,1,Normal,Yes,No,No,Friends,Not applicable,Yes,Neutral,Yes,No,3
4/8/2021 9:32:09,4th year,Bad,23,Male,23,Department,Single,No,1,Good,Yes,Yes,Yes,Not applicable,Yes,Yes,Neutral,No,Yes,7
4/8/2021 9:35:09,2nd year,Normal,59,Male,21,Town,Single,No,3,Normal,No,Yes,No,Family,Yes,No,Neutral,No,No,8
4/8/2021 9:38:09,3rd year,Bad,33,Male,22,Department,Single,Yes,2,Good,Yes,Yes,Yes,Friends,Not applicable,Maybe,Neutral,Yes,No,3
4/8/2021 9:41:10,3rd year,Very good,93,Male,22,Mosque,Single,Yes,4,Normal,No,No,Yes,Not applicable,Not applicable,No,Yes,No,Yes,8
4/8/2021 9:43:10,3rd year,Very bad,16,Male,22,Playground,Single,Yes,1,Normal,Yes,Yes,Yes,Not applicable,No,No,Neutral,Yes,Yes,4
4/8/2021 9:45:12,4th year,Very good,94,Male,23,Playground,Single,Yes,4,Good,No,No,Yes,Friends,No,No,Neutral,No,Yes,7
4/8/2021 9:47:13,1st year,Good,77,Male,20,Mosque,Single,Yes,4,Normal,No,Yes,Yes,Friends,No,No,Yes,No,No,7
4/8/2021 9:50:13,4th year,Bad,28,Male,23,Department,Single,No,1,Good,Yes,Yes,Yes,Friends,Yes,Maybe,Neutral,Yes,No,5
4/8/2021 9:53:13,3rd year,Very bad,16,Male,22,Department,Single,No,3,Good,Yes,Yes,No,Family,Not applicable,No,No,No,No,5
4/8/2021 9:56:13,1st year,Bad,24,Male,20,Playground,Single,Yes,2,Good,Yes,Yes,Yes,Not applicable,Not applicable,No,Neutral,Yes,No,3
4/8/2021 9:58:13,2nd year,Very good,98,Male,21,Town,Single,Yes,3,Normal,No,No,Yes,Family,Not applicable,No,Neutral,No,No,6
9/20/2021 11:48:50,3rd year,Very good,90,Male,22,Hall-Mess,Single,Yes,4,Normal,No,Yes,Yes,Friends,No,No,Yes,No,No,8
9/20/2021 11:51:48,2nd year,Very good,95,Male,21,Tour,Single,Yes,3,Normal,No,No,Yes,Friends,Not applicable,No,Neutral,No,No,10
9/20/2021 11:53:48,4th year,Very bad,3,Male,23,Mosque,Single,Yes,3,Bad,Yes,Yes,No,Friends,No,No,Neutral,Yes,Yes,6
9/20/2021 11:55:48,1st year,Very good,95,Male,20,Playground,Single,Yes,3,Normal,No,Yes,Yes,Not applicable,No,No,Yes,No,Yes,7
9/20/2021 11:58:48,4th year,Bad,49,Male,23,Town,Single,No,2,Good,Yes,Yes,No,Not applicable,Yes,No,Neutral,No,No,4
9/20/2021 12:01:49,3rd year,Very bad,11,Male,22,Sister's House,Single,No,3,Good,Yes,No,No,Friends,Not applicable,Yes,Yes,No,No,4
9/20/2021 12:03:49,2nd year,Good,80,Male,21,Town,Single,Yes,4,Normal,No,Yes,Yes,Friends,Yes,No,Yes,No,No,9
9/20/2021 12:06:49,3rd year,Normal,67,Male,22,Town,Single,No,5,Normal,Yes,No,Yes,Not applicable,No,No,Yes,Yes,Yes,8
9/20/2021 12:08:50,2nd year,Good,89,Male,21,Sister's House,Single,Yes,3,Normal,No,Yes,Yes,Family,Yes,No,Yes,No,No,7
9/20/2021 12:11:49,2nd year,Normal,56,Male,21,Sister's House,Single,No,3,Normal,Yes,No,Yes,Not applicable,Not applicable,Maybe,Neutral,No,No,8
9/20/2021 12:18:17,1st year,Normal,67,Male,20,Friend's House,Single,Yes,3,Normal,Yes,Yes,No,Family,Not applicable,Maybe,Yes,No,No,6
9/20/2021 12:20:18,1st year,Bad,37,Male,20,Cousin's House,Single,Yes,1,Bad,Yes,Yes,No,Family,Not applicable,Yes,Neutral,No,Yes,3
9/20/2021 12:23:18,1st year,Very good,98,Male,20,Aunt's House,Single,Yes,5,Good,No,Yes,Yes,Not applicable,No,No,Yes,No,No,6
9/20/2021 12:26:18,1st year,Good,84,Male,20,Mosque,Single,Yes,3,Good,No,No,Yes,Friends,Yes,No,Neutral,No,No,9
9/20/2021 12:28:18,2nd year,Normal,55,Male,21,Restaurant,Single,No,3,Good,Yes,No,No,Not applicable,Yes,No,Yes,Yes,Yes,8
9/20/2021 12:30:18,4th year,Normal,53,Male,23,Sister's House,Single,Yes,3,Good,Yes,Yes,No,Friends,Yes,Maybe,Neutral,No,No,7
9/20/2021 12:32:18,2nd year,Very bad,6,Male,21,Aunt's House,Single,Yes,1,Good,Yes,No,No,Not applicable,Yes,No,Neutral,Yes,No,3
9/20/2021 12:34:18,1st year,Very good,93,Male,20,Restaurant,Single,Yes,5,Good,No,Yes,Yes,Not applicable,Yes,No,Yes,No,Yes,8
9/20/2021 12:36:18,3rd year,Good,72,Male,22,Department,Single,Yes,3,Good,No,No,Yes,Family,Not applicable,No,Yes,No,No,6
9/20/2021 12:38:18,3rd year,Normal,56,Male,22,Friend's House,Single,Yes,3,Normal,No,Yes,Yes,Not applicable,Yes,No,Yes,Yes,No,7
9/20/2021 12:41:19,3rd year,Normal,69,Male,22,Home,Single,No,5,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,8
9/20/2021 12:44:19,1st year,Very bad,16,Male,20,Aunt's House,Single,No,2,Bad,Yes,No,No,Family,Yes,Maybe,Yes,No,No,5
9/20/2021 12:46:19,1st year,Very bad,9,Male,20,Playground,Single,Yes,3,Normal,Yes,Yes,No,Friends,Not applicable,Yes,Yes,No,No,3
9/20/2021 12:49:20,3rd year,Normal,59,Male,22,Town,Single,Yes,5,Good,Yes,Yes,No,Family,Yes,No,Neutral,No,No,8
9/20/2021 12:51:19,1st year,Very good,97,Male,20,Home,Single,Yes,5,Good,No,No,Yes,Family,Yes,No,Yes,No,Yes,7
9/20/2021 12:53:19,3rd year,Very bad,1,Male,22,Friend's House,Single,Yes,2,Good,Yes,No,No,Not applicable,Not applicable,Maybe,Neutral,Yes,Yes,5
9/20/2021 12:56:19,4th year,Very bad,11,Male,23,Friend's House,Single,No,2,Bad,Yes,No,Yes,Friends,Not applicable,No,Neutral,Yes,No,7
9/20/2021 12:59:20,1st year,Very bad,18,Male,20,Restaurant,Single,Yes,1,Normal,Yes,Yes,No,Not applicable,Yes,No,No,No,Yes,4
9/20/2021 13:01:20,4th year,Very bad,12,Male,23,Hall-Mess,Single,Yes,1,Good,Yes,No,No,Family,No,Maybe,No,No,No,7
9/20/2021 13:03:21,1st year,Very bad,3,Male,20,Department,Single,Yes,2,Normal,Yes,Yes,Yes,Not applicable,No,Yes,Neutral,Yes,No,6
9/20/2021 13:06:20,3rd year,Very good,99,Male,22,Friend's House,Single,Yes,5,Normal,No,Yes,Yes,Family,Yes,No,Neutral,No,Yes,8
9/20/2021 13:08:20,4th year,Very good,93,Male,23,Hall-Mess,Single,Yes,5,Normal,No,No,Yes,Friends,No,No,Yes,No,Yes,10
9/20/2021 13:10:21,4th year,Good,85,Male,23,Tour,Single,Yes,3,Normal,No,No,Yes,Not applicable,Yes,No,Yes,No,Yes,6
9/20/2021 13:12:21,1st year,Very good,100,Male,20,Town,Single,Yes,5,Normal,No,Yes,Yes,Not applicable,No,No,Neutral,No,No,7
9/20/2021 13:15:21,3rd year,Bad,27,Male,22,Mosque,Single,Yes,2,Good,Yes,No,No,Not applicable,Yes,Maybe,Yes,Yes,Yes,4
9/20/2021 13:18:21,1st year,Very good,93,Male,20,Sister's House,Single,Yes,3,Good,No,Yes,Yes,Friends,Not applicable,No,Neutral,No,Yes,9
9/20/2021 13:21:21,4th year,Good,70,Male,23,Aunt's House,Single,Yes,3,Good,No,No,Yes,Friends,Yes,No,Yes,No,Yes,6
9/20/2021 13:24:21,4th year,Good,87,Male,23,Hall-Mess,Single,Yes,4,Good,No,No,Yes,Friends,Not applicable,No,Neutral,No,Yes,8
9/20/2021 13:26:21,2nd year,Bad,34,Male,21,Town,Single,No,2,Bad,Yes,Yes,Yes,Not applicable,Yes,Yes,No,No,No,7
9/20/2021 13:28:22,4th year,Very good,98,Male,23,Home,Single,Yes,4,Good,No,No,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,8
9/20/2021 13:30:21,4th year,Normal,68,Male,23,Sister's House,Single,Yes,3,Normal,Yes,No,Yes,Not applicable,Yes,No,Neutral,Yes,Yes,7
9/20/2021 13:32:22,1st year,Normal,50,Male,20,Home,Single,No,3,Normal,Yes,Yes,No,Friends,Yes,No,Neutral,No,No,6
9/20/2021 13:34:22,3rd year,Very bad,14,Male,22,Cousin's House,Single,No,3,Good,Yes,No,Yes,Family,No,Yes,No,Yes,Yes,4
9/20/2021 13:37:22,1st year,Very good,96,Male,20,Friend's House,Single,Yes,3,Good,No,No,Yes,Friends,Not applicable,No,Neutral,No,Yes,6
9/20/2021 13:40:22,1st year,Good,84,Male,20,Friend's House,Single,Yes,5,Good,No,No,Yes,Friends,Yes,No,Neutral,No,No,7
9/20/2021 13:42:22,3rd year,Good,76,Male,22,Playground,Single,Yes,4,Normal,No,No,Yes,Not applicable,Yes,No,Yes,No,Yes,7
9/20/2021 13:44:22,4th year,Very bad,13,Male,23,Friend's House,Single,No,2,Bad,Yes,No,No,Friends,Yes,Yes,Neutral,Yes,Yes,4
9/20/2021 13:46:22,1st year,Normal,63,Male,20,Restaurant,Single,No,5,Good,Yes,No,No,Friends,Not applicable,No,Yes,Yes,No,7
9/20/2021 13:48:22,1st year,Very bad,8,Male,20,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Friends,No,Yes,No,Yes,No,4
9/20/2021 13:50:22,4th year,Very good,97,Male,23,Tour,Single,Yes,3,Good,No,Yes,Yes,Not applicable,No,No,Yes,No,No,7
9/20/2021 13:53:23,4th year,Normal,60,Male,23,Restaurant,Single,No,3,Good,Yes,No,Yes,Not applicable,Not applicable,No,Neutral,Yes,Yes,6
9/20/2021 13:56:23,2nd year,Very good,99,Male,21,Friend's House,Single,Yes,4,Good,No,No,Yes,Not applicable,Yes,No,Neutral,No,No,10
9/20/2021 13:58:23,3rd year,Bad,43,Male,22,Hall-Mess,Single,No,1,Good,Yes,Yes,Yes,Family,No,Yes,Neutral,No,Yes,5
9/20/2021 14:01:23,1st year,Good,79,Male,20,Department,Single,Yes,3,Good,No,No,Yes,Not applicable,Not applicable,No,Yes,No,Yes,9
9/20/2021 14:03:23,3rd year,Normal,57,Male,22,Town,Single,Yes,5,Good,Yes,Yes,No,Friends,Yes,Maybe,Yes,No,Yes,8
9/20/2021 14:06:24,1st year,Very good,91,Male,20,Friend's House,Single,Yes,5,Normal,No,Yes,Yes,Family,Not applicable,No,Yes,No,Yes,6
9/20/2021 14:09:24,3rd year,Bad,28,Male,22,Cousin's House,Single,Yes,2,Normal,Yes,Yes,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,5
9/20/2021 14:11:24,3rd year,Bad,31,Male,22,Restaurant,Single,Yes,1,Good,Yes,Yes,Yes,Family,Not applicable,Maybe,Neutral,Yes,No,7
9/20/2021 14:14:24,2nd year,Very good,95,Male,21,Sister's House,Single,Yes,5,Good,No,Yes,Yes,Family,No,No,Yes,No,No,10
9/20/2021 14:17:24,1st year,Very good,93,Male,20,Cousin's House,Single,Yes,4,Normal,No,No,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,9
9/20/2021 14:19:54,4th year,Good,78,Male,23,Hall-Mess,Single,Yes,4,Normal,No,No,Yes,Family,Not applicable,No,Yes,No,Yes,8
9/20/2021 14:21:54,3rd year,Bad,33,Male,22,Mosque,Single,Yes,1,Normal,Yes,No,No,Friends,No,Maybe,Neutral,Yes,No,5
9/20/2021 14:24:54,2nd year,Bad,35,Male,21,Aunt's House,Single,No,1,Normal,Yes,Yes,Yes,Family,No,Maybe,Neutral,Yes,No,7
9/20/2021 14:26:54,3rd year,Very good,99,Male,22,Hall-Mess,Single,Yes,3,Normal,No,No,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,9
9/20/2021 14:29:55,1st year,Good,85,Male,20,Mosque,Single,Yes,4,Good,No,Yes,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,6
9/20/2021 14:32:55,4th year,Normal,55,Male,23,Hall-Mess,Single,No,5,Good,Yes,No,No,Friends,No,Maybe,Neutral,No,No,6
9/20/2021 14:34:55,2nd year,Bad,41,Male,21,Cousin's House,Single,No,2,Good,Yes,No,No,Friends,Yes,Maybe,No,Yes,No,7
9/20/2021 14:36:55,2nd year,Very good,93,Male,21,Cousin's House,Single,Yes,5,Normal,No,No,Yes,Family,Yes,No,Neutral,No,Yes,9
9/20/2021 14:38:55,2nd year,Very good,90,Male,21,Home,Single,Yes,3,Normal,No,Yes,Yes,Family,No,No,Yes,No,No,9
9/20/2021 14:41:55,4th year,Very good,95,Male,23,Friend's House,Single,Yes,4,Good,No,Yes,Yes,Friends,Yes,No,Neutral,No,No,7
9/20/2021 14:44:55,4th year,Good,77,Male,23,Cousin's House,Single,Yes,4,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,8
9/20/2021 14:47:55,1st year,Bad,28,Male,20,Tour,Single,Yes,1,Normal,Yes,No,No,Friends,Yes,Yes,Neutral,No,Yes,5
9/20/2021 14:49:55,1st year,Very good,95,Male,20,Sister's House,Single,Yes,3,Good,No,No,Yes,Not applicable,Yes,No,Neutral,No,No,7
9/20/2021 14:51:56,3rd year,Bad,28,Male,22,Playground,Single,No,3,Normal,Yes,Yes,Yes,Family,No,Yes,Neutral,No,No,5
9/20/2021 14:53:55,1st year,Normal,69,Male,20,Department,Single,Yes,5,Normal,No,Yes,No,Friends,No,Maybe,Yes,No,Yes,7
9/20/2021 14:55:55,4th year,Bad,43,Male,23,Sister's House,Single,No,1,Bad,Yes,Yes,Yes,Friends,No,Maybe,Yes,No,Yes,3
9/20/2021 14:57:55,1st year,Bad,34,Male,20,Hall-Mess,Single,Yes,2,Normal,Yes,No,No,Family,Not applicable,No,No,Yes,Yes,3
9/20/2021 15:00:56,4th year,Bad,39,Male,23,Town,Single,No,1,Bad,Yes,No,Yes,Family,Not applicable,Yes,Neutral,No,No,6
9/20/2021 15:02:56,2nd year,Good,85,Male,21,Cousin's House,Single,Yes,4,Normal,No,No,Yes,Not applicable,Not applicable,No,Yes,No,No,8
9/20/2021 15:05:56,1st year,Normal,69,Male,20,Hall-Mess,Single,Yes,3,Normal,Yes,Yes,Yes,Family,Not applicable,No,Yes,No,Yes,7
9/20/2021 15:08:56,3rd year,Normal,62,Male,22,Tour,Single,Yes,4,Normal,Yes,Yes,No,Not applicable,Not applicable,No,Neutral,Yes,Yes,7
9/20/2021 15:11:58,1st year,Very bad,17,Male,20,Restaurant,Single,Yes,1,Bad,Yes,Yes,Yes,Friends,Yes,Maybe,No,No,No,6
9/20/2021 15:14:56,2nd year,Normal,60,Male,21,Mosque,Single,No,3,Normal,No,Yes,Yes,Not applicable,Not applicable,No,Neutral,Yes,Yes,6
9/20/2021 15:17:57,2nd year,Good,71,Male,21,Sister's House,Single,Yes,3,Normal,No,Yes,Yes,Family,Not applicable,No,Yes,No,No,6
9/20/2021 15:20:56,3rd year,Very good,91,Male,22,Department,Single,Yes,3,Good,No,Yes,Yes,Family,Yes,No,Yes,No,No,7
9/20/2021 15:23:57,3rd year,Normal,69,Male,22,Playground,Single,No,4,Good,Yes,No,No,Not applicable,Yes,Maybe,Yes,Yes,Yes,7
9/20/2021 15:25:57,3rd year,Very good,95,Male,22,Playground,Single,Yes,3,Good,No,No,Yes,Friends,No,No,Yes,No,Yes,8
9/20/2021 15:27:57,2nd year,Very bad,18,Male,21,Home,Single,Yes,3,Bad,Yes,Yes,No,Family,No,Yes,Yes,Yes,Yes,5
9/20/2021 15:29:57,2nd year,Bad,29,Male,21,Mosque,Single,Yes,3,Bad,Yes,Yes,No,Not applicable,No,No,No,Yes,No,4
9/20/2021 15:31:57,1st year,Good,73,Male,20,Sister's House,Single,Yes,3,Good,No,Yes,Yes,Not applicable,Yes,No,Neutral,No,No,9
9/20/2021 15:33:57,1st year,Very bad,6,Male,20,Cousin's House,Single,Yes,2,Bad,Yes,No,Yes,Friends,Not applicable,No,Yes,Yes,No,5
9/20/2021 15:35:57,1st year,Very good,99,Male,20,Home,Single,Yes,5,Normal,No,No,Yes,Family,Yes,No,Neutral,No,Yes,6
9/20/2021 15:38:57,2nd year,Very good,93,Male,21,Home,Single,Yes,4,Good,No,Yes,Yes,Family,No,No,Yes,No,Yes,9
9/20/2021 15:41:58,1st year,Normal,67,Male,20,Department,Single,No,4,Normal,No,Yes,Yes,Not applicable,No,Maybe,Yes,Yes,No,8
9/20/2021 15:43:58,2nd year,Bad,48,Male,21,Department,Single,Yes,2,Good,Yes,No,No,Not applicable,Yes,Yes,No,No,Yes,5
9/20/2021 15:46:58,1st year,Very good,100,Male,20,Playground,Single,Yes,4,Normal,No,Yes,Yes,Not applicable,No,No,Yes,No,Yes,6
9/20/2021 15:49:58,1st year,Normal,51,Male,20,Department,Single,No,3,Normal,Yes,Yes,No,Friends,No,Maybe,Yes,Yes,Yes,6
9/20/2021 15:51:58,1st year,Very bad,15,Male,20,Mosque,Single,No,3,Normal,Yes,Yes,Yes,Not applicable,Yes,No,No,Yes,Yes,5
9/20/2021 15:54:58,3rd year,Very good,100,Male,22,Home,Single,Yes,5,Normal,No,No,Yes,Not applicable,No,No,Yes,No,No,6
9/20/2021 15:57:58,2nd year,Very bad,17,Male,21,Aunt's House,Single,No,3,Normal,Yes,No,Yes,Family,No,Maybe,Neutral,Yes,Yes,3
9/20/2021 16:00:58,3rd year,Good,75,Male,22,Sister's House,Single,Yes,4,Good,No,No,Yes,Friends,Not applicable,No,Neutral,No,No,7
9/20/2021 16:02:58,3rd year,Very good,97,Male,22,Sister's House,Single,Yes,5,Normal,No,No,Yes,Not applicable,No,No,Neutral,No,Yes,7
9/20/2021 16:05:59,3rd year,Bad,48,Male,22,Town,Single,Yes,2,Normal,Yes,Yes,No,Not applicable,Not applicable,No,Yes,Yes,Yes,3
9/20/2021 16:08:00,4th year,Normal,65,Male,23,Mosque,Single,Yes,3,Good,Yes,Yes,Yes,Not applicable,Yes,Maybe,Yes,No,No,7
9/20/2021 16:10:59,2nd year,Good,89,Male,21,Hall-Mess,Single,Yes,3,Good,No,No,Yes,Friends,Not applicable,No,Neutral,No,No,8
9/20/2021 16:12:59,2nd year,Very good,97,Male,21,Cousin's House,Single,Yes,5,Good,No,Yes,Yes,Friends,Not applicable,No,Neutral,No,Yes,9
9/20/2021 16:15:59,2nd year,Very good,91,Male,21,Playground,Single,Yes,4,Good,No,No,Yes,Friends,Not applicable,No,Yes,No,No,6
9/20/2021 16:19:00,4th year,Normal,55,Male,23,Friend's House,Single,No,5,Good,No,Yes,No,Not applicable,No,No,Yes,No,No,7
9/20/2021 16:21:59,4th year,Good,82,Male,23,Mosque,Single,Yes,3,Good,No,Yes,Yes,Family,Not applicable,No,Yes,No,No,7
9/20/2021 16:24:00,2nd year,Bad,48,Male,21,Home,Single,Yes,1,Bad,Yes,No,Yes,Family,Yes,Maybe,Neutral,Yes,No,7
9/20/2021 16:26:00,2nd year,Good,72,Male,21,Aunt's House,Single,Yes,4,Good,No,Yes,Yes,Not applicable,Yes,No,Neutral,No,Yes,8
9/20/2021 16:28:00,2nd year,Good,81,Male,21,Department,Single,Yes,4,Normal,No,Yes,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,10
9/20/2021 16:30:00,2nd year,Bad,26,Male,21,Hall-Mess,Single,Yes,3,Good,Yes,Yes,Yes,Family,No,Yes,Neutral,No,Yes,7
9/20/2021 16:33:01,1st year,Good,82,Male,20,Playground,Single,Yes,3,Normal,No,No,Yes,Not applicable,Yes,No,Yes,No,Yes,10
9/20/2021 16:35:01,2nd year,Bad,42,Male,21,Cousin's House,Single,Yes,1,Normal,Yes,Yes,No,Family,Yes,Yes,Yes,Yes,Yes,3
9/20/2021 16:37:01,1st year,Good,79,Male,20,Cousin's House,Single,Yes,4,Normal,No,No,Yes,Family,No,No,Neutral,No,Yes,6
9/20/2021 16:40:01,4th year,Very good,98,Male,23,Playground,Single,Yes,3,Good,No,Yes,Yes,Family,No,No,Neutral,No,Yes,7
9/20/2021 16:43:00,4th year,Good,76,Male,23,Town,Single,Yes,3,Good,No,No,Yes,Family,Not applicable,No,Yes,No,Yes,7
9/20/2021 16:46:01,3rd year,Bad,44,Male,22,Tour,Single,Yes,2,Good,Yes,No,Yes,Family,Not applicable,Maybe,Neutral,No,Yes,3
9/20/2021 16:48:01,1st year,Very bad,12,Male,20,Town,Single,No,1,Good,Yes,Yes,No,Not applicable,No,Yes,No,Yes,Yes,7
9/20/2021 16:50:01,4th year,Good,89,Male,23,Restaurant,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,No,10
9/20/2021 16:53:01,1st year,Very bad,7,Male,20,Playground,Single,No,3,Normal,Yes,Yes,No,Not applicable,Yes,No,No,No,Yes,5
9/20/2021 16:56:01,1st year,Bad,21,Male,20,Home,Single,Yes,2,Normal,Yes,Yes,No,Not applicable,Not applicable,No,Neutral,No,Yes,6
9/20/2021 16:59:01,1st year,Very bad,8,Male,20,Aunt's House,Single,No,3,Normal,Yes,No,No,Friends,Yes,No,Yes,Yes,Yes,7
9/20/2021 17:01:01,1st year,Very good,91,Male,20,Mosque,Single,Yes,5,Normal,No,No,Yes,Friends,No,No,Neutral,No,No,6
9/20/2021 17:04:01,4th year,Very bad,11,Male,23,Friend's House,Single,No,3,Good,Yes,Yes,Yes,Family,Not applicable,Yes,Neutral,Yes,Yes,5
9/20/2021 17:07:01,3rd year,Very good,94,Male,22,Friend's House,Single,Yes,4,Good,No,No,Yes,Family,Not applicable,No,Neutral,No,No,6
9/20/2021 17:10:02,1st year,Normal,64,Male,20,Tour,Single,No,4,Normal,No,Yes,Yes,Friends,Yes,No,Neutral,Yes,Yes,8
9/20/2021 17:12:02,3rd year,Good,72,Male,22,Aunt's House,Single,Yes,4,Normal,No,No,Yes,Not applicable,Not applicable,No,Yes,No,No,9
9/20/2021 17:15:02,2nd year,Very bad,12,Male,21,Restaurant,Single,No,1,Normal,Yes,No,Yes,Family,Yes,No,Neutral,Yes,Yes,4
9/20/2021 17:17:02,1st year,Good,80,Male,20,Friend's House,Single,Yes,3,Normal,No,No,Yes,Friends,Not applicable,No,Yes,No,No,6
9/20/2021 17:19:02,1st year,Normal,65,Male,20,Tour,Single,No,3,Normal,Yes,Yes,Yes,Not applicable,Not applicable,Maybe,Yes,No,No,7
9/20/2021 17:22:02,4th year,Very bad,17,Male,23,Tour,Single,No,3,Normal,Yes,No,Yes,Not applicable,Yes,Maybe,No,Yes,No,7
9/20/2021 17:24:03,2nd year,Good,79,Male,21,Mosque,Single,Yes,4,Good,No,Yes,Yes,Not applicable,No,No,Neutral,No,No,6
9/20/2021 17:26:03,3rd year,Very good,95,Male,22,Sister's House,Single,Yes,4,Good,No,No,Yes,Family,Not applicable,No,Yes,No,No,9
9/20/2021 17:28:03,2nd year,Normal,54,Male,21,Cousin's House,Single,Yes,4,Good,No,Yes,No,Friends,No,Maybe,Yes,Yes,Yes,7
9/20/2021 17:31:03,4th year,Normal,62,Male,23,Friend's House,Single,No,4,Good,Yes,No,No,Not applicable,No,Maybe,Neutral,No,No,7
9/20/2021 17:33:03,1st year,Bad,40,Male,20,Cousin's House,Single,Yes,1,Normal,Yes,No,Yes,Not applicable,No,Yes,No,No,No,3
9/20/2021 17:36:03,1st year,Bad,36,Male,20,Town,Single,No,1,Normal,Yes,No,No,Friends,No,No,Yes,No,No,6
9/20/2021 17:39:03,4th year,Very good,99,Male,23,Home,Single,Yes,4,Normal,No,No,Yes,Not applicable,Yes,No,Neutral,No,Yes,9
9/20/2021 17:42:04,3rd year,Bad,45,Male,22,Town,Single,Yes,1,Normal,Yes,Yes,No,Not applicable,Yes,Maybe,No,Yes,Yes,5
9/20/2021 17:45:04,4th year,Very good,99,Male,23,Hall-Mess,Single,Yes,3,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,Yes,10
9/20/2021 17:48:04,1st year,Bad,31,Male,20,Sister's House,Single,No,2,Bad,Yes,No,No,Friends,Yes,Yes,No,No,Yes,5
9/20/2021 17:50:04,2nd year,Very good,96,Male,21,Town,Single,Yes,5,Normal,No,Yes,Yes,Friends,No,No,Neutral,No,No,7
